meter_id,time,value,anomaly
0,04.03 17:00,607.65,0
0,04.03 18:00,531.05,0
0,04.03 19:00,500.08,0
0,04.03 20:00,99.54,0
0,04.03 21:00,452.43,0
0,04.03 22:00,93.6,0
0,04.03 23:00,565.88,0
0,05.03 00:00,425.18,0
0,05.03 01:00,531.84,0
0,05.03 02:00,484.66,0
0,05.03 03:00,504.19,0
0,05.03 04:00,400.12,0
0,05.03 05:00,361.82,0
0,05.03 06:00,134.43,0
0,05.03 07:00,548.45,0
0,05.03 08:00,397.58,0
0,05.03 09:00,420.5,0
0,05.03 10:00,534.57,0
0,05.03 11:00,144.67,0
0,05.03 12:00,128.72,0
0,05.03 13:00,464.56,0
0,05.03 14:00,287.32,0
0,05.03 15:00,402.83,0
0,05.03 16:00,141.36,0
0,05.03 17:00,338.29,0
0,05.03 18:00,404.32,0
0,05.03 19:00,579.06,0
0,05.03 20:00,399.96,0
0,05.03 21:00,291.92,0
0,05.03 22:00,420.67,0
0,05.03 23:00,600.49,0
0,06.03 00:00,524.73,0
0,06.03 01:00,327.91,0
0,06.03 02:00,397.84,0
0,06.03 03:00,219.52,0
0,06.03 04:00,149.99,0
0,06.03 05:00,504.81,0
0,06.03 06:00,232.02,0
0,06.03 07:00,527.53,0
0,06.03 08:00,345.76,0
0,06.03 09:00,514.37,0
0,06.03 10:00,492.78,0
0,06.03 11:00,461.81,0
0,06.03 12:00,484.07,0
0,06.03 13:00,593.32,0
0,06.03 14:00,271.22,0
0,06.03 15:00,500.17,0
0,06.03 16:00,356.96,0
0,06.03 17:00,510.78,0
0,06.03 18:00,581.13,0
0,06.03 19:00,98.95,0
0,06.03 20:00,212.27,0
0,06.03 21:00,512.93,0
0,06.03 22:00,400.3,0
0,06.03 23:00,621.04,0
0,07.03 00:00,353.92,0
0,07.03 01:00,303.35,0
0,07.03 02:00,234.0,0
0,07.03 03:00,171.64,0
0,07.03 04:00,429.9,0
0,07.03 05:00,181.48,0
0,07.03 06:00,275.56,0
0,07.03 07:00,431.6,0
0,07.03 08:00,467.63,0
0,07.03 09:00,148.77,0
0,07.03 10:00,354.1,0
0,07.03 11:00,236.77,0
0,07.03 12:00,412.24,0
0,07.03 13:00,322.06,0
0,07.03 14:00,454.18,0
0,07.03 15:00,258.2,0
0,07.03 16:00,325.16,0
0,07.03 17:00,416.69,0
0,07.03 18:00,441.52,0
0,07.03 19:00,476.46,0
0,07.03 20:00,422.06,0
0,07.03 21:00,304.02,0
0,07.03 22:00,170.22,0
0,07.03 23:00,304.69,0
0,08.03 00:00,524.79,0
0,08.03 01:00,511.19,0
0,08.03 02:00,272.05,0
0,08.03 03:00,525.51,0
0,08.03 04:00,210.72,0
0,08.03 05:00,251.09,0
0,08.03 06:00,475.87,0
0,08.03 07:00,97.17,0
0,08.03 08:00,291.89,0
0,08.03 09:00,575.94,0
0,08.03 10:00,441.9,0
0,08.03 11:00,294.82,0
0,08.03 12:00,194.55,0
0,08.03 13:00,404.81,0
0,08.03 14:00,186.54,0
0,08.03 15:00,510.66,0
0,08.03 16:00,446.6,0
0,08.03 17:00,366.96,0
0,08.03 18:00,377.75,0
0,08.03 19:00,495.33,0
0,08.03 20:00,344.07,0
0,08.03 21:00,596.05,0
0,08.03 22:00,333.29,0
0,08.03 23:00,592.72,0
0,09.03 00:00,417.66,0
0,09.03 01:00,453.84,0
0,09.03 02:00,557.63,0
0,09.03 03:00,475.24,0
0,09.03 04:00,386.89,0
0,09.03 05:00,309.84,0
0,09.03 06:00,475.28,0
0,09.03 07:00,583.14,0
0,09.03 08:00,196.87,0
0,09.03 09:00,600.52,0
0,09.03 10:00,183.02,0
0,09.03 11:00,410.94,0
0,09.03 12:00,369.19,0
0,09.03 13:00,72.24,0
0,09.03 14:00,347.69,0
0,09.03 15:00,432.82,0
0,09.03 16:00,211.73,0
0,09.03 17:00,416.0,0
0,09.03 18:00,503.58,0
0,09.03 19:00,409.98,0
0,09.03 20:00,476.41,0
0,09.03 21:00,345.5,0
0,09.03 22:00,474.93,0
0,09.03 23:00,475.42,0
0,10.03 00:00,457.34,0
0,10.03 01:00,323.36,0
0,10.03 02:00,365.46,0
0,10.03 03:00,445.15,0
0,10.03 04:00,436.75,0
0,10.03 05:00,219.68,0
0,10.03 06:00,311.04,0
0,10.03 07:00,440.1,0
0,10.03 08:00,321.46,0
0,10.03 09:00,81.55,0
0,10.03 10:00,427.04,0
0,10.03 11:00,417.91,0
0,10.03 12:00,445.89,0
0,10.03 13:00,355.41,0
0,10.03 14:00,571.48,0
0,10.03 15:00,81.26,0
0,10.03 16:00,273.58,0
0,10.03 17:00,453.68,0
0,10.03 18:00,335.05,0
0,10.03 19:00,567.23,0
0,10.03 20:00,74.42,0
0,10.03 21:00,559.62,0
0,10.03 22:00,362.04,0
0,10.03 23:00,94.62,0
0,11.03 00:00,488.69,0
0,11.03 01:00,412.03,0
0,11.03 02:00,535.92,0
0,11.03 03:00,211.79,0
0,11.03 04:00,106.69,0
0,11.03 05:00,414.89,0
0,11.03 06:00,525.39,0
0,11.03 07:00,509.63,0
0,11.03 08:00,490.32,0
0,11.03 09:00,198.35,0
0,11.03 10:00,593.01,0
0,11.03 11:00,584.08,0
0,11.03 12:00,477.87,0
0,11.03 13:00,108.07,0
0,11.03 14:00,567.25,0
0,11.03 15:00,398.28,0
0,11.03 16:00,560.03,0
0,11.03 17:00,392.24,0
0,11.03 18:00,143.31,0
0,11.03 19:00,439.39,0
0,11.03 20:00,458.48,0
0,11.03 21:00,469.51,0
0,11.03 22:00,96.21,0
0,11.03 23:00,535.95,0
1,01.03 00:00,561.68,0
1,01.03 01:00,423.21,0
1,01.03 02:00,268.63,0
1,01.03 03:00,9.28,1
1,01.03 04:00,455.33,0
1,01.03 05:00,468.77,0
1,01.03 06:00,205.09,0
1,01.03 07:00,469.99,0
1,01.03 08:00,214.49,0
1,01.03 09:00,430.35,0
1,01.03 10:00,457.94,0
1,01.03 11:00,239.89,0
1,01.03 12:00,329.97,0
1,01.03 13:00,422.61,0
1,01.03 14:00,372.09,0
1,01.03 15:00,107.14,0
1,01.03 16:00,451.18,0
1,01.03 17:00,474.37,0
1,01.03 18:00,549.48,0
1,01.03 19:00,502.97,0
1,01.03 20:00,387.48,0
1,01.03 21:00,349.37,0
1,01.03 22:00,379.66,0
1,01.03 23:00,452.94,0
1,02.03 00:00,145.12,0
1,02.03 01:00,522.44,0
1,02.03 02:00,101.49,0
1,02.03 03:00,342.59,0
1,02.03 04:00,298.44,0
1,02.03 05:00,0.0,1
1,02.03 06:00,491.52,0
1,02.03 07:00,255.03,0
1,02.03 08:00,414.94,0
1,02.03 09:00,307.91,0
1,02.03 10:00,417.0,0
1,02.03 11:00,431.98,0
1,02.03 12:00,0.0,1
1,02.03 13:00,393.61,0
1,02.03 14:00,490.39,0
1,02.03 15:00,137.35,0
1,02.03 16:00,377.26,0
1,02.03 17:00,203.83,0
1,02.03 18:00,400.11,0
1,02.03 19:00,385.89,0
1,02.03 20:00,395.38,0
1,02.03 21:00,278.46,0
1,02.03 22:00,455.1,0
1,02.03 23:00,109.04,0
1,03.03 00:00,160.63,0
1,03.03 01:00,164.45,0
1,03.03 02:00,5.52,1
1,03.03 03:00,531.34,0
1,03.03 04:00,377.13,0
1,03.03 05:00,445.6,0
1,03.03 06:00,89.96,0
1,03.03 07:00,259.53,0
1,03.03 08:00,468.66,0
1,03.03 09:00,286.71,0
1,03.03 10:00,76.37,0
1,03.03 11:00,438.24,0
1,03.03 12:00,98.62,0
1,03.03 13:00,515.21,0
1,03.03 14:00,523.42,0
1,03.03 15:00,417.39,0
1,03.03 16:00,273.83,0
1,03.03 17:00,283.83,0
1,03.03 18:00,426.63,0
1,03.03 19:00,467.06,0
1,03.03 20:00,376.4,0
1,03.03 21:00,369.5,0
1,03.03 22:00,407.98,0
1,03.03 23:00,491.53,0
1,04.03 00:00,329.48,0
1,04.03 01:00,501.46,0
1,04.03 02:00,302.77,0
1,04.03 03:00,294.45,0
1,04.03 04:00,371.71,0
1,04.03 05:00,135.01,0
1,04.03 06:00,522.35,0
1,04.03 07:00,346.18,0
1,04.03 08:00,480.36,0
1,04.03 09:00,94.95,0
1,04.03 10:00,471.27,0
1,04.03 11:00,235.44,0
1,04.03 12:00,454.49,0
1,04.03 13:00,357.17,0
1,04.03 14:00,437.69,0
1,04.03 15:00,0.0,1
1,04.03 16:00,405.33,0
1,04.03 17:00,324.49,0
1,04.03 18:00,470.69,0
1,04.03 19:00,372.7,0
1,04.03 20:00,487.87,0
1,04.03 21:00,503.14,0
1,04.03 22:00,0.0,1
1,04.03 23:00,273.22,0
1,05.03 00:00,126.09,0
1,05.03 01:00,419.64,0
1,05.03 02:00,262.84,0
1,05.03 03:00,202.04,0
1,05.03 04:00,301.89,0
1,05.03 05:00,97.96,0
1,05.03 06:00,323.85,0
1,05.03 07:00,438.81,0
1,05.03 08:00,307.44,0
1,05.03 09:00,478.89,0
1,05.03 10:00,333.89,0
1,05.03 11:00,474.79,0
1,05.03 12:00,497.58,0
1,05.03 13:00,445.59,0
1,05.03 14:00,141.8,0
1,05.03 15:00,128.05,0
1,05.03 16:00,308.92,0
1,05.03 17:00,256.57,0
1,05.03 18:00,316.39,0
1,05.03 19:00,503.97,0
1,05.03 20:00,274.69,0
1,05.03 21:00,127.53,0
1,05.03 22:00,469.43,0
1,05.03 23:00,301.73,0
1,06.03 00:00,433.15,0
1,06.03 01:00,441.17,0
1,06.03 02:00,327.77,0
1,06.03 03:00,385.51,0
1,06.03 04:00,535.23,0
1,06.03 05:00,152.95,0
1,06.03 06:00,448.58,0
1,06.03 07:00,197.38,0
1,06.03 08:00,377.93,0
1,06.03 09:00,502.4,0
1,06.03 10:00,152.42,0
1,06.03 11:00,311.87,0
1,06.03 12:00,428.9,0
1,06.03 13:00,485.88,0
1,06.03 14:00,392.02,0
1,06.03 15:00,244.05,0
1,06.03 16:00,130.97,0
1,06.03 17:00,421.69,0
1,06.03 18:00,377.69,0
1,06.03 19:00,366.93,0
1,06.03 20:00,70.24,0
1,06.03 21:00,399.74,0
1,06.03 22:00,0.0,1
1,06.03 23:00,481.51,0
1,07.03 00:00,452.54,0
1,07.03 01:00,350.33,0
1,07.03 02:00,485.52,0
1,07.03 03:00,335.49,0
1,07.03 04:00,97.28,0
1,07.03 05:00,372.69,0
1,07.03 06:00,181.38,0
1,07.03 07:00,0.0,1
1,07.03 08:00,90.03,0
1,07.03 09:00,326.1,0
1,07.03 10:00,173.02,0
1,07.03 11:00,224.33,0
1,07.03 12:00,453.52,0
1,07.03 13:00,528.73,0
1,07.03 14:00,12.99,1
1,07.03 15:00,288.9,0
1,07.03 16:00,419.39,0
1,07.03 17:00,358.6,0
1,07.03 18:00,215.54,0
1,07.03 19:00,332.05,0
1,07.03 20:00,280.39,0
1,07.03 21:00,444.23,0
1,07.03 22:00,264.43,0
1,07.03 23:00,377.83,0
1,08.03 00:00,481.63,0
1,08.03 01:00,534.09,0
1,08.03 02:00,358.78,0
1,08.03 03:00,128.04,0
1,08.03 04:00,460.51,0
1,08.03 05:00,412.48,0
1,08.03 06:00,241.81,0
1,08.03 07:00,363.0,0
1,08.03 08:00,522.15,0
1,08.03 09:00,406.54,0
1,08.03 10:00,126.51,0
1,08.03 11:00,489.58,0
1,08.03 12:00,405.15,0
1,08.03 13:00,97.35,0
1,08.03 14:00,435.34,0
1,08.03 15:00,111.28,0
1,08.03 16:00,331.98,0
1,08.03 17:00,143.76,0
1,08.03 18:00,427.73,0
1,08.03 19:00,0.0,1
1,08.03 20:00,276.7,0
1,08.03 21:00,473.02,0
1,08.03 22:00,411.78,0
1,08.03 23:00,451.9,0
1,09.03 00:00,175.8,0
1,09.03 01:00,521.97,0
1,09.03 02:00,261.82,0
1,09.03 03:00,247.52,0
1,09.03 04:00,380.72,0
1,09.03 05:00,110.61,0
1,09.03 06:00,395.27,0
1,09.03 07:00,548.67,0
1,09.03 08:00,91.02,0
1,09.03 09:00,260.54,0
1,09.03 10:00,491.88,0
1,09.03 11:00,298.19,0
1,09.03 12:00,289.45,0
1,09.03 13:00,158.68,0
1,09.03 14:00,454.77,0
1,09.03 15:00,417.71,0
1,09.03 16:00,468.41,0
1,09.03 17:00,408.37,0
1,09.03 18:00,0.0,1
1,09.03 19:00,0.0,1
1,09.03 20:00,0.0,1
1,09.03 21:00,0.0,1
1,09.03 22:00,0.0,1
1,09.03 23:00,383.1,0
1,10.03 00:00,176.82,0
1,10.03 01:00,425.43,0
1,10.03 02:00,281.7,0
1,10.03 03:00,345.83,0
1,10.03 04:00,406.36,0
1,10.03 05:00,445.06,0
1,10.03 06:00,429.77,0
1,10.03 07:00,504.14,0
1,10.03 08:00,313.97,0
1,10.03 09:00,358.44,0
1,10.03 10:00,133.9,0
1,10.03 11:00,469.4,0
1,10.03 12:00,344.95,0
1,10.03 13:00,513.2,0
1,10.03 14:00,230.59,0
1,10.03 15:00,326.02,0
1,10.03 16:00,485.32,0
1,10.03 17:00,349.35,0
1,10.03 18:00,463.48,0
1,10.03 19:00,411.87,0
1,10.03 20:00,460.07,0
1,10.03 21:00,366.1,0
1,10.03 22:00,465.05,0
1,10.03 23:00,0.0,1
1,11.03 00:00,360.8,0
1,11.03 01:00,307.0,0
1,11.03 02:00,433.0,0
1,11.03 03:00,246.24,0
1,11.03 04:00,323.35,0
1,11.03 05:00,467.59,0
1,11.03 06:00,333.14,0
1,11.03 07:00,456.33,0
1,11.03 08:00,0.0,1
1,11.03 09:00,442.12,0
1,11.03 10:00,13.52,1
1,11.03 11:00,519.38,0
1,11.03 12:00,371.28,0
1,11.03 13:00,414.07,0
1,11.03 14:00,141.74,0
1,11.03 15:00,475.41,0
1,11.03 16:00,471.15,0
1,11.03 17:00,504.95,0
1,11.03 18:00,127.19,0
1,11.03 19:00,516.04,0
1,11.03 20:00,251.88,0
1,11.03 21:00,319.07,0
1,11.03 22:00,436.51,0
1,11.03 23:00,0.0,1
2,01.03 00:00,21.65,1
2,01.03 01:00,22.41,1
2,01.03 02:00,24.86,1
2,01.03 03:00,29.79,1
2,01.03 04:00,27.34,1
2,01.03 05:00,26.71,1
2,01.03 06:00,24.38,1
2,01.03 07:00,31.16,1
2,01.03 08:00,25.48,1
2,01.03 09:00,22.18,1
2,01.03 10:00,27.82,1
2,01.03 11:00,22.47,1
2,01.03 12:00,24.93,1
2,01.03 13:00,26.65,1
2,01.03 14:00,30.55,1
2,01.03 15:00,26.5,1
2,01.03 16:00,28.72,1
2,01.03 17:00,31.81,1
2,01.03 18:00,22.66,1
2,01.03 19:00,24.18,1
2,01.03 20:00,25.45,1
2,01.03 21:00,25.74,1
2,01.03 22:00,25.63,1
2,01.03 23:00,30.9,1
2,02.03 00:00,28.85,1
2,02.03 01:00,27.72,1
2,02.03 02:00,24.55,1
2,02.03 03:00,30.01,1
2,02.03 04:00,31.41,1
2,02.03 05:00,29.99,1
2,02.03 06:00,21.27,1
2,02.03 07:00,28.02,1
2,02.03 08:00,21.8,1
2,02.03 09:00,24.0,1
2,02.03 10:00,21.89,1
2,02.03 11:00,27.68,1
2,02.03 12:00,28.56,1
2,02.03 13:00,22.47,1
2,02.03 14:00,25.34,1
2,02.03 15:00,26.11,1
2,02.03 16:00,25.18,1
2,02.03 17:00,22.54,1
2,02.03 18:00,25.71,1
2,02.03 19:00,29.24,1
2,02.03 20:00,22.01,1
2,02.03 21:00,22.11,1
2,02.03 22:00,25.03,1
2,02.03 23:00,31.27,1
2,03.03 00:00,28.36,1
2,03.03 01:00,28.47,1
2,03.03 02:00,25.1,1
2,03.03 03:00,27.57,1
2,03.03 04:00,21.37,1
2,03.03 05:00,28.02,1
2,03.03 06:00,30.96,1
2,03.03 07:00,27.77,1
2,03.03 08:00,30.54,1
2,03.03 09:00,28.95,1
2,03.03 10:00,22.54,1
2,03.03 11:00,30.85,1
2,03.03 12:00,21.96,1
2,03.03 13:00,26.93,1
2,03.03 14:00,22.77,1
2,03.03 15:00,21.38,1
2,03.03 16:00,25.74,1
2,03.03 17:00,24.39,1
2,03.03 18:00,26.42,1
2,03.03 19:00,27.39,1
2,03.03 20:00,21.72,1
2,03.03 21:00,22.57,1
2,03.03 22:00,27.2,1
2,03.03 23:00,24.91,1
2,04.03 00:00,29.01,1
2,04.03 01:00,28.19,1
2,04.03 02:00,30.25,1
2,04.03 03:00,28.62,1
2,04.03 04:00,25.83,1
2,04.03 05:00,28.41,1
2,04.03 06:00,24.18,1
2,04.03 07:00,24.51,1
2,04.03 08:00,29.64,1
2,04.03 09:00,26.0,1
2,04.03 10:00,29.74,1
2,04.03 11:00,30.0,1
2,04.03 12:00,30.37,1
2,04.03 13:00,31.0,1
2,04.03 14:00,25.84,1
2,04.03 15:00,24.65,1
2,04.03 16:00,27.45,1
2,04.03 17:00,25.2,1
2,04.03 18:00,27.65,1
2,04.03 19:00,28.76,1
2,04.03 20:00,28.57,1
2,04.03 21:00,25.24,1
2,04.03 22:00,23.03,1
2,04.03 23:00,25.83,1
2,05.03 00:00,22.77,1
2,05.03 01:00,30.72,1
2,05.03 02:00,24.93,1
2,05.03 03:00,22.9,1
2,05.03 04:00,21.53,1
2,05.03 05:00,28.12,1
2,05.03 06:00,28.03,1
2,05.03 07:00,24.88,1
2,05.03 08:00,22.02,1
2,05.03 09:00,25.61,1
2,05.03 10:00,24.57,1
2,05.03 11:00,28.45,1
2,05.03 12:00,27.7,1
2,05.03 13:00,25.13,1
2,05.03 14:00,23.57,1
2,05.03 15:00,31.76,1
2,05.03 16:00,26.08,1
2,05.03 17:00,28.57,1
2,05.03 18:00,22.75,1
2,05.03 19:00,26.42,1
2,05.03 20:00,21.55,1
2,05.03 21:00,26.63,1
2,05.03 22:00,31.5,1
2,05.03 23:00,25.34,1
2,06.03 00:00,21.67,1
2,06.03 01:00,21.59,1
2,06.03 02:00,25.38,1
2,06.03 03:00,22.96,1
2,06.03 04:00,21.51,1
2,06.03 05:00,29.3,1
2,06.03 06:00,26.13,1
2,06.03 07:00,24.33,1
2,06.03 08:00,30.82,1
2,06.03 09:00,22.49,1
2,06.03 10:00,31.42,1
2,06.03 11:00,24.59,1
2,06.03 12:00,30.7,1
2,06.03 13:00,27.67,1
2,06.03 14:00,30.04,1
2,06.03 15:00,31.72,1
2,06.03 16:00,24.32,1
2,06.03 17:00,31.47,1
2,06.03 18:00,25.4,1
2,06.03 19:00,25.36,1
2,06.03 20:00,24.88,1
2,06.03 21:00,27.01,1
2,06.03 22:00,22.9,1
2,06.03 23:00,27.14,1
2,07.03 00:00,27.02,1
2,07.03 01:00,29.36,1
2,07.03 02:00,30.12,1
2,07.03 03:00,25.94,1
2,07.03 04:00,24.47,1
2,07.03 05:00,24.01,1
2,07.03 06:00,23.33,1
2,07.03 07:00,21.87,1
2,07.03 08:00,24.9,1
2,07.03 09:00,24.13,1
2,07.03 10:00,31.53,1
2,07.03 11:00,27.19,1
2,07.03 12:00,24.95,1
2,07.03 13:00,27.43,1
2,07.03 14:00,22.74,1
2,07.03 15:00,25.98,1
2,07.03 16:00,27.91,1
2,07.03 17:00,26.45,1
2,07.03 18:00,25.53,1
2,07.03 19:00,31.82,1
2,07.03 20:00,30.61,1
2,07.03 21:00,27.88,1
2,07.03 22:00,27.31,1
2,07.03 23:00,27.85,1
2,08.03 00:00,23.4,1
2,08.03 01:00,25.46,1
2,08.03 02:00,21.68,1
2,08.03 03:00,26.31,1
2,08.03 04:00,27.03,1
2,08.03 05:00,23.68,1
2,08.03 06:00,31.5,1
2,08.03 07:00,30.92,1
2,08.03 08:00,28.93,1
2,08.03 09:00,26.93,1
2,08.03 10:00,30.5,1
2,08.03 11:00,22.65,1
2,08.03 12:00,29.66,1
2,08.03 13:00,22.58,1
2,08.03 14:00,29.7,1
2,08.03 15:00,24.19,1
2,08.03 16:00,30.58,1
2,08.03 17:00,31.29,1
2,08.03 18:00,22.84,1
2,08.03 19:00,26.18,1
2,08.03 20:00,31.68,1
2,08.03 21:00,26.4,1
2,08.03 22:00,30.44,1
2,08.03 23:00,27.52,1
2,09.03 00:00,25.25,1
2,09.03 01:00,24.3,1
2,09.03 02:00,23.42,1
2,09.03 03:00,29.35,1
2,09.03 04:00,25.37,1
2,09.03 05:00,26.69,1
2,09.03 06:00,26.49,1
2,09.03 07:00,27.39,1
2,09.03 08:00,30.46,1
2,09.03 09:00,31.68,1
2,09.03 10:00,25.59,1
2,09.03 11:00,30.05,1
2,09.03 12:00,29.38,1
2,09.03 13:00,27.35,1
2,09.03 14:00,31.42,1
2,09.03 15:00,23.39,1
2,09.03 16:00,22.42,1
2,09.03 17:00,30.33,1
2,09.03 18:00,25.93,1
2,09.03 19:00,30.26,1
2,09.03 20:00,30.75,1
2,09.03 21:00,21.92,1
2,09.03 22:00,30.65,1
2,09.03 23:00,26.02,1
2,10.03 00:00,26.68,1
2,10.03 01:00,27.92,1
2,10.03 02:00,31.1,1
2,10.03 03:00,21.46,1
2,10.03 04:00,26.33,1
2,10.03 05:00,28.57,1
2,10.03 06:00,28.94,1
2,10.03 07:00,28.62,1
2,10.03 08:00,22.69,1
2,10.03 09:00,24.44,1
2,10.03 10:00,25.07,1
2,10.03 11:00,29.81,1
2,10.03 12:00,24.22,1
2,10.03 13:00,23.5,1
2,10.03 14:00,31.43,1
2,10.03 15:00,21.35,1
2,10.03 16:00,31.86,1
2,10.03 17:00,28.45,1
2,10.03 18:00,30.06,1
2,10.03 19:00,24.39,1
2,10.03 20:00,21.41,1
2,10.03 21:00,29.1,1
2,10.03 22:00,30.12,1
2,10.03 23:00,29.13,1
2,11.03 00:00,22.78,1
2,11.03 01:00,29.27,1
2,11.03 02:00,29.43,1
2,11.03 03:00,28.26,1
2,11.03 04:00,29.4,1
2,11.03 05:00,30.25,1
2,11.03 06:00,27.78,1
2,11.03 07:00,22.2,1
2,11.03 08:00,26.44,1
2,11.03 09:00,22.08,1
2,11.03 10:00,25.59,1
2,11.03 11:00,25.58,1
2,11.03 12:00,21.96,1
2,11.03 13:00,24.97,1
2,11.03 14:00,22.44,1
2,11.03 15:00,29.85,1
2,11.03 16:00,31.33,1
2,11.03 17:00,22.03,1
2,11.03 18:00,31.41,1
2,11.03 19:00,26.81,1
2,11.03 20:00,24.44,1
2,11.03 21:00,22.07,1
2,11.03 22:00,26.58,1
2,11.03 23:00,29.7,1
3,01.03 00:00,112.53,0
3,01.03 01:00,323.29,0
3,01.03 02:00,599.79,0
3,01.03 03:00,357.85,0
3,01.03 04:00,495.03,0
3,01.03 05:00,622.34,0
3,01.03 06:00,153.95,0
3,01.03 07:00,621.34,0
3,01.03 08:00,238.22,0
3,01.03 09:00,362.88,0
3,01.03 10:00,561.68,0
3,01.03 11:00,121.35,0
3,01.03 12:00,456.29,0
3,01.03 13:00,384.37,0
3,01.03 14:00,530.91,0
3,01.03 15:00,634.9,0
3,01.03 16:00,176.16,0
3,01.03 17:00,671.3,0
3,01.03 18:00,708.87,0
3,01.03 19:00,437.98,0
3,01.03 20:00,599.47,0
3,01.03 21:00,411.05,0
3,01.03 22:00,289.96,0
3,01.03 23:00,616.48,0
3,02.03 00:00,323.5,0
3,02.03 01:00,334.89,0
3,02.03 02:00,233.31,0
3,02.03 03:00,657.52,0
3,02.03 04:00,457.18,0
3,02.03 05:00,186.54,0
3,02.03 06:00,97.02,0
3,02.03 07:00,198.72,0
3,02.03 08:00,628.18,0
3,02.03 09:00,414.84,0
3,02.03 10:00,659.01,0
3,02.03 11:00,180.44,0
3,02.03 12:00,176.56,0
3,02.03 13:00,602.46,0
3,02.03 14:00,88.94,0
3,02.03 15:00,483.18,0
3,02.03 16:00,589.28,0
3,02.03 17:00,129.03,0
3,02.03 18:00,593.83,0
3,02.03 19:00,491.44,0
3,02.03 20:00,349.74,0
3,02.03 21:00,261.34,0
3,02.03 22:00,608.37,0
3,02.03 23:00,540.76,0
3,03.03 00:00,432.22,0
3,03.03 01:00,542.62,0
3,03.03 02:00,631.26,0
3,03.03 03:00,591.94,0
3,03.03 04:00,148.07,0
3,03.03 05:00,607.23,0
3,03.03 06:00,508.15,0
3,03.03 07:00,431.05,0
3,03.03 08:00,388.54,0
3,03.03 09:00,744.05,0
3,03.03 10:00,566.2,0
3,03.03 11:00,357.27,0
3,03.03 12:00,490.73,0
3,03.03 13:00,555.58,0
3,03.03 14:00,376.21,0
3,03.03 15:00,709.53,0
3,03.03 16:00,98.18,0
3,03.03 17:00,599.16,0
3,03.03 18:00,555.81,0
3,03.03 19:00,616.79,0
3,03.03 20:00,634.22,0
3,03.03 21:00,587.1,0
3,03.03 22:00,527.92,0
3,03.03 23:00,556.17,0
3,04.03 00:00,592.57,0
3,04.03 01:00,175.05,0
3,04.03 02:00,110.87,0
3,04.03 03:00,429.39,0
3,04.03 04:00,669.08,0
3,04.03 05:00,577.88,0
3,04.03 06:00,598.53,0
3,04.03 07:00,590.17,0
3,04.03 08:00,253.09,0
